,content,page_number,real_page_num,section_level_1,section_level_2,section_level_3
2164,Exercise 3.1:,75,57,3 Negation and Co-ordination,,
2165,"Translate the sentences in (1 .a), (1 .c), (5.a) and (5.c), using either the derivational or the analysis tree method.",75,57,3 Negation and Co-ordination,,
2166,"In the grammar of the Chapter 2, the only source of ambiguity was homonymy, but logically more interesting forms of ambiguity arise when sentential co-ordination and negation are introduced into the grammar.",75,57,3 Negation and Co-ordination,,
2167,"For example, both (1 l.a) and (1 l.b), which are generated by Gi, are structurally ambiguous.",75,57,3 Negation and Co-ordination,,
2168,"That is, they each have two translations depending on the two syntactic structures that analyse them.",75,57,3 Negation and Co-ordination,,
2169,3 Negation and co-ordination,76,58,3 Negation and Co-ordination,,
2170,(~(rain') —> snow'),76,58,3 Negation and Co-ordination,,
2171,If,76,58,3 Negation and Co-ordination,,
2172,(11) a.,76,58,3 Negation and Co-ordination,,
2173,b.,76,58,3 Negation and Co-ordination,,
2174,it didn't rain then it snowed,76,58,3 Negation and Co-ordination,,
2175,"It is not the case that the dog howled and Bertie screamed,",76,58,3 Negation and Co-ordination,,
2176,The cat ate the cake or the dog ate the cake and Fiona laughed.,76,58,3 Negation and Co-ordination,,
2177,The ambiguity in (11 .a) depends on the relative scopesof the conjunction and and the negation it is not the case that.,76,58,3 Negation and Co-ordination,,
2178,"On one interpretation, the latter has scope over the conjunction of the dog howled and Bertie screamed whereas on the second interpretation the reverse is the case: the conjunction has scope over the negation which only has scope over the dog howled.",76,58,3 Negation and Co-ordination,,
2179,"In the grammar fragment, d , the two translations that correspond to these two interpretations are derived by applying the rules 13Gi and 15Gj in different orders.",76,58,3 Negation and Co-ordination,,
2180,"If the latter is applied first, then the reading of the sentence is that the dog did not howl or Bertie did not scream as in (12).",76,58,3 Negation and Co-ordination,,
2181,The interpretation in which the dog did not howl but Bertie did scream is the one given to the translation derived by applying rule 13Gi before 15Gi as in (13).,76,58,3 Negation and Co-ordination,,
2182,"As we will see in Section 3.3, the two LP expressions in (12.h) and (13.h) have different truth-conditions and so give rise to the two interpretations described above.",76,58,3 Negation and Co-ordination,,
2183,"The difference between the two expressions is shown by the bracketing of the component formulae which indicate the relative scopes of the two logical operators,",76,58,3 Negation and Co-ordination,,
2184,~ and &.,76,58,3 Negation and Co-ordination,,
2185,"In the first expression, (12.h), ~(howV(the-dog') & scream''(ether)) the connective, &, comes inside the brackets that are introduced by rule 15d in (12.b).",76,58,3 Negation and Co-ordination,,
2186,These brackets define the domain over which the negation has effect.,76,58,3 Negation and Co-ordination,,
2187,This is called the scope of the negation and the conjunction operator comes inside this.,76,58,3 Negation and Co-ordination,,
2188,"In the second expression, (13.h), (-(howV(the-dog')) & scream'(ethel')) the reverse is the case.",76,58,3 Negation and Co-ordination,,
2189,"The negation operator now comes within the scope of the conjunction, because it appears within the brackets introduced by 13G, in (13.b).",76,58,3 Negation and Co-ordination,,
2190,The scope of a connective is crucial to the interpretation of any formula containing it.,76,58,3 Negation and Co-ordination,,
2191,"Where formulae contain different operators and connectives, different readings result from the relative scopes of the latter.",76,58,3 Negation and Co-ordination,,
2192,A second example appears in (14) where the two translations of (11 .b) are given.,76,58,3 Negation and Co-ordination,,
2193,The first formula has the disjunction operator within the scope of the,76,58,3 Negation and Co-ordination,,
2194,"Complex formulae conjunction, giving the reading where Fiona is laughing and either the dog or the cat ate the cake.",77,59,3 Negation and Co-ordination,,
2195,The second reading reverses the scopes of the connectives to give the reading where the cat ate the cake and either the dog ate the cake or Fiona laughed.,77,59,3 Negation and Co-ordination,,
2196,"It is, therefore, very important to include the brackets introduced by rules 13G,, 14Gi and 15Gi, whenever there is more than one conjunction or negation in the sentence.",77,59,3 Negation and Co-ordination,,
2197,"Without them, the LP expressions translating the sentences remain ambiguous, contrary to the requirement that LP be an unambiguous language.",77,59,3 Negation and Co-ordination,,
2198,"Certain pairs of brackets, e.g. the very outermost ones in a formula, do not really serve a useful purpose and will often be omitted and, later on in the book, when the reader has more familiarity with the logical system, other sets of brackets will occasionally be omitted where there is no risk of ambiguity.",77,59,3 Negation and Co-ordination,,
2199,(12) a.,77,59,3 Negation and Co-ordination,,
2200,b.,77,59,3 Negation and Co-ordination,,
2201,c.,77,59,3 Negation and Co-ordination,,
2202,d.,77,59,3 Negation and Co-ordination,,
2203,e.,77,59,3 Negation and Co-ordination,,
2204,f.,77,59,3 Negation and Co-ordination,,
2205,g.,77,59,3 Negation and Co-ordination,,
2206,h.,77,59,3 Negation and Co-ordination,,
2207,(13) a.,77,59,3 Negation and Co-ordination,,
2208,b.,77,59,3 Negation and Co-ordination,,
2209,c.,77,59,3 Negation and Co-ordination,,
2210,d.,77,59,3 Negation and Co-ordination,,
2211,e.,77,59,3 Negation and Co-ordination,,
2212,f.,77,59,3 Negation and Co-ordination,,
2213,g.,77,59,3 Negation and Co-ordination,,
2214,h.,77,59,3 Negation and Co-ordination,,
2215,S it is not the case that S,77,59,3 Negation and Co-ordination,,
2216,=» ~(S').,77,59,3 Negation and Co-ordination,,
2217,it is not the case that S CONJ S,77,59,3 Negation and Co-ordination,,
2218,=> ~((S' CONJ' S')).,77,59,3 Negation and Co-ordination,,
2219,"it is not the case that NP V, CONJ S",77,59,3 Negation and Co-ordination,,
2220,=>~(Cv7(NP')CONJ'S')).,77,59,3 Negation and Co-ordination,,
2221,it is not the case that Npr V{ CONJ S,77,59,3 Negation and Co-ordination,,
2222,=» ~((W(the-N') CONJ' S')).,77,59,3 Negation and Co-ordination,,
2223,"it is not the case that Npr V, CONJ NP V,",77,59,3 Negation and Co-ordination,,
2224,=> ~((Vi'(the-N') CONJ' W(NP'))).,77,59,3 Negation and Co-ordination,,
2225,"it is not the case that Npr V, CONJ Npr V,",77,59,3 Negation and Co-ordination,,
2226,=> -((WCthe-N') CONJ' W(Npr'))).,77,59,3 Negation and Co-ordination,,
2227,it is not the case that the dog howled and Bertie screamed,77,59,3 Negation and Co-ordination,,
2228,=> ~((howl'(the-dog') & scream'(bertie'))).,77,59,3 Negation and Co-ordination,,
2229,S,77,59,3 Negation and Co-ordination,,
2230,=>S'.,77,59,3 Negation and Co-ordination,,
2231,S CONJ S,77,59,3 Negation and Co-ordination,,
2232,=» (S' CONJ' S').,77,59,3 Negation and Co-ordination,,
2233,it is not the case that S CONJ S,77,59,3 Negation and Co-ordination,,
2234,=>(~(S') CONJ' S').,77,59,3 Negation and Co-ordination,,
2235,it is not the case that NPVj CONJ S,77,59,3 Negation and Co-ordination,,
2236,=>(~CvY(NP'))CONJ'S').,77,59,3 Negation and Co-ordination,,
2237,it is not the case that Npr Vi CONJ S,77,59,3 Negation and Co-ordination,,
2238,=> (~CV7(the-N')) CONJ' S').,77,59,3 Negation and Co-ordination,,
2239,it is not the case that Npr V; CONJ NP Vi,77,59,3 Negation and Co-ordination,,
2240,=> (-CvY(the-N')) CONJ' W(NP')).,77,59,3 Negation and Co-ordination,,
2241,it is not the case that Npr V{ CONJ Npr Vj,77,59,3 Negation and Co-ordination,,
2242,=» (-(ViXthe-N')) CONJ' W(N pr ')).,77,59,3 Negation and Co-ordination,,
2243,it is not the case that the dog howled and Bertie screamed,77,59,3 Negation and Co-ordination,,
2244,=> (~(howl'(the-dog')) & scream'(bertie')).,77,59,3 Negation and Co-ordination,,
2245,\5GX,77,59,3 Negation and Co-ordination,,
2246,13d,77,59,3 Negation and Co-ordination,,
2247,"1G,",77,59,3 Negation and Co-ordination,,
2248,6d,77,59,3 Negation and Co-ordination,,
2249,"1G,",77,59,3 Negation and Co-ordination,,
2250,"6G,",77,59,3 Negation and Co-ordination,,
2251,Lex,77,59,3 Negation and Co-ordination,,
2252,"13G,",77,59,3 Negation and Co-ordination,,
2253,"15G,",77,59,3 Negation and Co-ordination,,
2254,"1G,",77,59,3 Negation and Co-ordination,,
2255,"6G,",77,59,3 Negation and Co-ordination,,
2256,"1G,",77,59,3 Negation and Co-ordination,,
2257,6Gi,77,59,3 Negation and Co-ordination,,
2258,Lex,77,59,3 Negation and Co-ordination,,
2259,3 Negation and co-ordination,78,60,3 Negation and Co-ordination,,
2260,(14) a.,78,60,3 Negation and Co-ordination,,
2261,b.,78,60,3 Negation and Co-ordination,,
2262,"((eat'(the-cat',the-cake') v eat'(the-dog\the-cake')) & laugh'(fiona')).",78,60,3 Negation and Co-ordination,,
2263,"(eat'(the-cat',the-cake') v (eat'(the-dog',the-cake') & laugh'(fiona'))).",78,60,3 Negation and Co-ordination,,
2264,Exercise 3.2:,78,60,3 Negation and Co-ordination,,
2265,Letting the translation of Fiona laughed be represented by the symbol p and that of,78,60,3 Negation and Co-ordination,,
2266,"Bertie screamedbe represented by the symbol q, how many different translations into",78,60,3 Negation and Co-ordination,,
2267,Lp do each of the following have?,78,60,3 Negation and Co-ordination,,
2268,i.,78,60,3 Negation and Co-ordination,,
2269,It is not the case that it is not the case that Fiona laughed or Bertie screamed.,78,60,3 Negation and Co-ordination,,
2270,ii.,78,60,3 Negation and Co-ordination,,
2271,Fiona laughed or it was not the case that Fiona laughed and Bertie screamed.,78,60,3 Negation and Co-ordination,,
2272,Interpretation,78,60,3 Negation and Co-ordination,,
2273,We must now turn our attention to the interpretation of formulae that contain the logical connectives or the negation operator.,78,60,3 Negation and Co-ordination,,
2274,"In defining the truth-conditions of complex formulae that contain these expressions, the internal structure of the component formulae is irrelevant as it does not affect the way the truth or falsity of the formula is computed.",78,60,3 Negation and Co-ordination,,
2275,"All that is significant is whether the component formulae of a complex formula are true or false, not what the predicates and arguments that make up these formulae denote in the model.",78,60,3 Negation and Co-ordination,,
2276,"For this reason, ~, &, v , and -> are known as truth-conditional connectives.",78,60,3 Negation and Co-ordination,,
2277,"This section shows how the connectives in LP contribute to the truth-conditional meaning of the formulae in which they appear, taking each in turn and beginning with the negation operator ~.",78,60,3 Negation and Co-ordination,,
2278,Negation,78,60,3 Negation and Co-ordination,,
2279,"The simplest of the five connectives is the negation operator, ~, used in the translations of the negated sentence rules in d .",78,60,3 Negation and Co-ordination,,
2280,This operator takes only a single formula in its scope and reverses the truth value of that formula.,78,60,3 Negation and Co-ordination,,
2281,"In other words, if a formula (J) is false ~((|)) is true and if $ is true then ~((|)) is false.",78,60,3 Negation and Co-ordination,,
2282,"This provides the truth-conditions for negative formulae, which can be stated as in (15).",78,60,3 Negation and Co-ordination,,
2283,"Truth-conditions for negation: A formula ~(S') is true if, and only if, S' is false. ~(S') is false otherwise.",78,60,3 Negation and Co-ordination,,
2284,Using (15) it is possible to work out the truth value of negative formulae with respect to particular models.,78,60,3 Negation and Co-ordination,,
2285,"For example, the truth value of the formula ~(run'(chester')) with respect to Mi can be worked out as follows:",78,60,3 Negation and Co-ordination,,
2286,(16) a.,78,60,3 Negation and Co-ordination,,
2287,b.,78,60,3 Negation and Co-ordination,,
2288,"run'(Chester') is true in Mi iff the extension of Chester', i.e. DOG, is a member of the set of entities denoted by run', i.e. {DOG,CAT}.",78,60,3 Negation and Co-ordination,,
2289,"Since DOG e {DOG,CAT} is true, run'(Chester') is true in M, and so",78,60,3 Negation and Co-ordination,,
2290,-(run'(chester')) is false in Mi.,78,60,3 Negation and Co-ordination,,
2291,"Logicians have devised another way of representing the truth-conditions for operators like ~, and connectives like &, etc., which is, perhaps, clearer than a verbal",78,60,3 Negation and Co-ordination,,
