,content,page_number,real_page_num,section_level_1,section_level_2,section_level_3,clean_content
2513,"The formal approach to interpretation discussed in Section 3.4 is discussed in Dowty, Wall and Peters (1981: ch.",99,81,3 Negation and Co-ordination,No info,No info,formal approach interpretation dowty wall peter
2514,2) which also touches on matters that will become important in later chapters.,99,81,3 Negation and Co-ordination,No info,No info,matter important later chapter
2515,Type Theory,100,82,4 Type Theory,No info,No info,type theory
2516,Verb phrases and other constituents,100,82,4 Type Theory,No info,No info,verb phrase constituent
2517,One of the conditions of adequacy for a semantic theory set up in Chapter 1 is that it conform to the Principle of Compositionality.,100,82,4 Type Theory,No info,No info,condition adequacy semantic theory conform principle compositionality
2518,This principle requires the meaning of a sentence to be derived from the meaning of its parts and the way they are put together.,100,82,4 Type Theory,No info,No info,principle sentence part way
2519,"The interpretation procedure for the grammar fragment set up in the last two chapters adheres to this principle insofar as the translations of sentences, and thereby their interpretations, are derived from the translations of their parts and the syntactic rules used to combine them.",100,82,4 Type Theory,No info,No info,interpretation procedure grammar fragment last chapter principle insofar translation sentence interpretation translation part syntactic rule
2520,"Thus, for example, the translation of the sentence Ethel kicked the student is derived from the translations of the two noun phrases Ethel and the student and the verb kicked.",100,82,4 Type Theory,No info,No info,translation sentence ethel student translation noun phrase ethel student verb
2521,"These are combined using the translation rule for transitive sentences to give kick'(etheV,the-student').",100,82,4 Type Theory,No info,No info,translation rule transitive sentence kick ethev
2522,"The truth or falsity of the resulting formula can then be directly ascertained by checking whether the ordered pair of entities denoted by the subject and object in that order is in the set of ordered pairs denoted by the predicate, kick'.",100,82,4 Type Theory,No info,No info,truth falsity formula pair entity subject object order pair predicate kick
2523,"Unfortunately, in the theory of Chapters 2 and 3, compositionality is maintained only at the expense of the syntax.",100,82,4 Type Theory,No info,No info,theory chapter compositionality expense syntax
2524,"The 'flat' structure of the predicate-argument syntax of Lp and its interpretation requires a flat sentence structure in the English syntax in order to maintain a direct correspondence between syntax and translation, and thus a transparent relation between elements in the interpretation and constituents of the",100,82,4 Type Theory,No info,No info,structure syntax interpretation flat sentence structure english syntax order direct correspondence syntax translation transparent relation element interpretation constituent
2525,English sentence.,100,82,4 Type Theory,No info,No info,english sentence
2526,"There is, however, strong syntactic evidence that many languages, including English, do not have a flat sentence structure, but one that contains a number of hierarchically defined constituents.",100,82,4 Type Theory,No info,No info,strong syntactic evidence many language english flat sentence structure number constituent
2527,"In particular, English sentences are usually analysed as containing verb phrases consisting of the verb and its complements and modifiers.",100,82,4 Type Theory,No info,No info,particular english sentence verb phrase verb complement modifier
2528,"According to the principle of compositionality, all constituents within a sentence must have a well-formed translation and thus be assigned a denotation by the model.",100,82,4 Type Theory,No info,No info,principle compositionality constituent sentence denotation model
2529,"Hence, if the sentence Ethel kicked the student were analysed as containing a verb phrase, a properly compositional semantics would need to assign a logical representation and denotation to the phrase kicked the student.",100,82,4 Type Theory,No info,No info,sentence ethel student verb phrase compositional semantics assign logical representation denotation phrase student
2530,"It is not too difficult to see what sort of thing such a phrase denotes: verb phrases denote the same things as intransitive verbs, i.e. sets of entities, because the simplest verb phrases consist only of a single intransitive verb.",100,82,4 Type Theory,No info,No info,difficult sort phrase verb phrase denote thing intransitive verb entity simplest verb phrase single intransitive verb
2531,"Hence, in the same way that the verb ran may be associated with a predicate run' denoting the set of things that have the property of running, so the verb phrase kicked the student ought to be associated with some predicate denoting the set of all entities that kicked the student.",100,82,4 Type Theory,No info,No info,way verb may run thing property running verb phrase student denoting entity student
2532,"In formal terms, the extension of this verb phrase should be derived from the extension of predicate representing the verb kick' by taking the first element of each of the ordered pairs in this set where the second element of the pair is the entity denoted by the direct object, [the-student']M in this case.",100,82,4 Type Theory,No info,No info,formal term extension verb phrase extension predicate verb kick first element pair second element pair entity direct object
2533,"There is, however, no expression in LP that could be assigned such an interpretation.",100,82,4 Type Theory,No info,No info,expression interpretation
2534,"It is not possible, for example, to represent verb phrases by leaving out the subject expression from a formula.",100,82,4 Type Theory,No info,No info,possible verb phrase subject expression formula
2535,"Expressions like kick'(the-student') or kick'(_,the-student') are not well-formed expressions of LP because they do not conform to the construction rule for formulae given in Chapter",100,82,4 Type Theory,No info,No info,expression kick kick expression conform construction rule formula
2536,A typed logical language,101,83,4 Type Theory,No info,No info,typed logical language
2537,"2, repeated in (1), below, which requires n-place predicates to have n arguments to make a formula.",101,83,4 Type Theory,No info,No info,predicate argument formula
2538,"The expression kick' is a two-place predicate, and so must combine with two individual expressions to make a well-formed formula.",101,83,4 Type Theory,No info,No info,expression kick predicate individual expression formula
2539,"(1) t = Pred n (e\...,e n ).",101,83,4 Type Theory,No info,No info,
2540,"There are also, of course, many other constituents that the logical language L P cannot represent.",101,83,4 Type Theory,No info,No info,many constituent logical language represent
2541,"For example, adverbs like slowly or prepositional phrases like in the garden have no obvious representation or interpretation within the theory of the previous chapters.",101,83,4 Type Theory,No info,No info,adverb prepositional phrase garden obvious representation interpretation theory previous chapter
2542,The word slowly in the sentence Chester ran slowly cannot be treated as a simple predicate because such expressions do not define properties of individuals.,101,83,4 Type Theory,No info,No info,word sentence chester simple predicate expression define property individual
2543,It makes no sense to translate Chester ran slowly as run'(chester') & slowly'(chester') because the idea of Chester 'being slowly' is not coherent.,101,83,4 Type Theory,No info,No info,sense translate chester chester chester idea chester coherent
2544,"Even if the adverb were translated as if it were equivalent to its adjectival base form to give run '(chester') & slow '(chester'), this would not provide an adequate interpretation for",101,83,4 Type Theory,No info,No info,adverb equivalent adjectival base form chester slow chester adequate interpretation
2545,Chester ran slowly.,101,83,4 Type Theory,No info,No info,chester
2546,"This is because it is Chester's running that is described as slow, not Chester himself.",101,83,4 Type Theory,No info,No info,chester running slow chester
2547,It is possible that Chester's slow running is still fast and thus to predicate slow of Chester would not capture the meaning intended to be conveyed by the use of the adverb.,101,83,4 Type Theory,No info,No info,possible chester slow running fast slow chester meaning use adverb
2548,"Adverbs and prepositional phrases (in some of their uses) predicate properties, not of individuals, but of predicates themselves.",101,83,4 Type Theory,No info,No info,adverb prepositional us property individual predicate
